customer_id,first_name,last_name,age,email,phone_number,address,city,state,postal_code,country,account_balance,monthly_payment,contract_length,data_usage,voice_usage,text_usage,plan_type,device_type,device_brand,device_model,customer_since,last_payment_date,churned,customer_rating,customer_complaints,customer_satisfaction,customer_engagement,customer_lifetime_value,customer_segment,customer_referral,customer_loyalty
484,Georgeanne,Oldaker,69,goldakerdf@europa.eu,600-730-3033,731 Jenifer Lane,Wangsi,,,China,Yuan Renminbi,Peso,1,38.64,690.03,903.8,prepaid,tablet,Google,Pixel 4,10/18/2010,4/14/2021,true,3,10,8,3.87,Ruble,medium-value,false,true
485,Chrysa,Poxson,26,cpoxsondg@sina.com.cn,604-504-8342,78 Carberry Drive,Chepo,,,Panama,Balboa,Kyat,11,23.87,178.6,518.24,prepaid,smartphone,Google,Galaxy S10,10/14/2013,6/14/2020,false,5,5,1,81.5,Peso,medium-value,false,true
486,Cynthia,Donn,27,cdonndh@google.fr,686-368-1646,5358 Haas Point,Bulakgebang,,,Indonesia,Rupiah,Yuan Renminbi,3,71.1,934.0,823.86,family,smartphone,Motorola,Galaxy S10,9/12/2010,12/17/2021,false,4,6,10,42.5,Zloty,high-value,false,true
487,Waldon,Confait,60,wconfaitdi@soup.io,228-421-5645,2 Continental Drive,Rudolfov,,373 71,Czech Republic,Koruna,Yen,5,54.17,859.72,865.47,postpaid,tablet,Apple,Pixel 4,2/1/2013,12/8/2021,false,2,8,10,30.12,Dollar,low-value,false,false
488,Engracia,Carr,72,ecarrdj@flickr.com,386-507-3349,19232 Loomis Avenue,Ballyjamesduff,,A84,Ireland,Euro,Dong,1,47.09,674.03,21.65,family,feature phone,Apple,iPhone X,9/20/2014,11/17/2020,true,3,5,8,60.02,Ruble,high-value,true,true
489,Rutherford,Dugan,36,rdugandk@photobucket.com,359-230-4606,2565 Coolidge Court,Artemisa,,,Cuba,Peso,Baht,1,63.67,717.48,56.18,postpaid,smartphone,LG,iPhone X,2/27/2014,1/5/2021,false,1,9,6,11.28,Yuan Renminbi,medium-value,false,false
490,Eileen,Coddington,26,ecoddingtondl@bbb.org,267-839-1350,2 Redwing Road,Lanlacuni Bajo,,,Peru,Sol,Peso,7,14.54,840.62,795.5,prepaid,feature phone,Samsung,Pixel 4,2/19/2011,10/6/2020,false,3,0,4,17.6,Dollar,medium-value,false,true
491,Christen,Anscott,79,canscottdm@com.com,189-542-6147,568 Clyde Gallagher Parkway,Lyubymivka,,,Ukraine,Hryvnia,Rupiah,1,20.46,680.05,732.58,postpaid,smartphone,Samsung,Galaxy S10,5/12/2014,7/17/2021,false,5,4,9,81.29,Dollar,medium-value,false,false
492,Rutledge,MacCallam,39,rmaccallamdn@tripod.com,210-232-6386,09525 Harper Terrace,Kafr Zībād,,,Palestinian Territory,Shekel,Yen,11,14.84,711.0,720.43,prepaid,smartphone,Apple,iPhone X,10/28/2012,7/1/2021,true,3,3,8,73.34,Ruble,high-value,false,false
493,Oliver,Huxham,66,ohuxhamdo@360.cn,426-135-5071,651 Buell Point,Besah,,,Indonesia,Rupiah,Euro,18,23.8,959.79,128.24,prepaid,feature phone,LG,iPhone X,1/27/2010,2/28/2020,true,3,8,1,30.32,Yuan Renminbi,low-value,true,false
494,Estele,Payley,31,epayleydp@latimes.com,974-190-7873,3145 Donald Point,Guzhen,,,China,Yuan Renminbi,Real,20,76.13,259.25,471.11,prepaid,feature phone,Samsung,V40 ThinQ,5/1/2021,10/3/2021,true,1,5,4,60.09,Birr,medium-value,true,true
495,Valaria,Melross,53,vmelrossdq@msn.com,141-319-0803,4 Haas Avenue,Salanegara,,,Indonesia,Rupiah,Yuan Renminbi,1,95.05,240.36,517.87,postpaid,feature phone,Samsung,Galaxy S10,5/2/2015,1/11/2020,true,5,3,9,24.96,Euro,medium-value,false,false
496,Teddy,Cruickshanks,30,tcruickshanksdr@wiley.com,470-768-1823,4332 Mayfield Center,Fangtai,,,China,Yuan Renminbi,Rupiah,13,23.56,926.52,527.11,postpaid,smartphone,Google,iPhone X,10/2/2014,6/26/2020,false,3,3,1,18.56,Ruble,low-value,true,true
497,Kirsten,Peal,60,kpealds@usnews.com,780-910-6463,39373 Gerald Terrace,Dobřív,,338 44,Czech Republic,Koruna,Yuan Renminbi,17,33.06,902.54,390.11,postpaid,smartphone,LG,Galaxy S10,4/3/2013,6/11/2021,false,3,1,4,7.64,Franc,medium-value,false,true
498,Estele,Parlour,54,eparlourdt@abc.net.au,926-299-0448,61 Myrtle Circle,Simpang,,,Indonesia,Rupiah,Euro,20,69.77,586.71,106.23,postpaid,feature phone,LG,iPhone X,7/29/2015,1/18/2020,false,5,5,9,25.78,Peso,high-value,false,true
499,Noll,Mewhirter,46,nmewhirterdu@dailymotion.com,184-707-8753,623 Randy Point,Nzérékoré,,,Guinea,Franc,Yuan Renminbi,11,22.34,208.99,525.76,postpaid,smartphone,Motorola,Galaxy S10,11/29/2015,5/1/2021,false,4,5,6,66.04,Dollar,medium-value,false,true
500,Sofie,Neenan,20,sneenandv@typepad.com,856-381-6082,1 Golf View Drive,Pedro Santana,,11705,Dominican Republic,Peso,Dollar,6,85.54,870.99,39.91,postpaid,smartphone,Apple,V40 ThinQ,11/7/2015,3/30/2020,false,5,5,9,61.57,Yuan Renminbi,low-value,true,true
501,Junie,Haskur,83,jhaskurdw@yelp.com,742-704-4453,5 Jenna Trail,Grenoble,Rhône-Alpes,38014 CEDEX 1,France,Euro,Zloty,18,99.51,348.96,23.97,family,smartphone,Apple,Galaxy S10,2/6/2019,2/11/2020,true,1,1,4,35.39,Won,medium-value,false,true
502,Seline,Koschke,68,skoschkedx@netvibes.com,112-263-7177,50 High Crossing Way,Hongqi,,,China,Yuan Renminbi,Dollar,23,80.79,996.6,212.1,prepaid,tablet,Motorola,Pixel 4,3/4/2012,5/29/2020,false,2,3,4,94.59,Ruble,medium-value,false,false
503,Shayna,Train,21,straindy@ifeng.com,145-788-6450,859 Fairview Park,Utajärvi,,91601,Finland,Euro,Yuan Renminbi,21,45.09,147.79,427.16,prepaid,smartphone,Google,iPhone X,10/1/2010,12/30/2021,false,4,7,6,83.56,Peso,high-value,true,false
504,Allissa,Lohden,45,alohdendz@sakura.ne.jp,814-867-1837,4 Rieder Trail,Boavista,Vila Real,5030-304,Portugal,Euro,Yuan Renminbi,20,4.04,200.76,943.69,postpaid,feature phone,LG,V40 ThinQ,11/17/2019,7/10/2020,false,2,3,5,54.38,Ruble,low-value,true,false
505,Elyn,Persse,61,eperssee0@domainmarket.com,388-820-8248,5 Schmedeman Place,Sar-e Pul,,,Afghanistan,Afghani,Rupiah,2,14.01,991.22,685.91,postpaid,smartphone,Apple,Pixel 4,9/3/2012,3/3/2020,true,4,9,2,0.8,Zloty,medium-value,false,false
506,Evvy,Baselli,51,ebasellie1@si.edu,306-261-2056,3578 Drewry Plaza,Kedungtuban,,,Indonesia,Rupiah,Lev,24,70.03,663.96,526.39,postpaid,tablet,Google,Pixel 4,1/25/2018,8/2/2021,false,4,1,2,21.67,Peso,low-value,false,false
507,Anabelle,Mulcahy,25,amulcahye2@admin.ch,106-782-4079,01358 New Castle Junction,Yinchuan,,,China,Yuan Renminbi,Rupiah,10,40.29,405.84,932.12,prepaid,smartphone,Samsung,Galaxy S10,3/20/2013,10/22/2020,true,3,2,6,98.56,Euro,low-value,false,true
508,Sol,Clifton,35,scliftone3@squarespace.com,652-177-5533,6000 Mifflin Pass,Barroco,Porto,4650-576,Portugal,Euro,Peso,10,76.01,798.62,129.43,prepaid,tablet,LG,iPhone X,6/12/2012,10/12/2021,false,3,1,6,52.19,Euro,medium-value,true,true
509,Fey,Cossons,82,fcossonse4@themeforest.net,126-755-3424,7 Stephen Trail,Luorong,,,China,Yuan Renminbi,Peso,9,81.74,91.19,22.13,postpaid,tablet,Samsung,Pixel 4,12/18/2019,5/27/2021,false,3,1,8,17.14,Peso,medium-value,false,true
510,Sigfried,Radborne,50,sradbornee5@yahoo.com,663-269-3971,55341 Lyons Avenue,Pravda,,694615,Russia,Ruble,Peso,4,14.19,206.27,896.85,postpaid,tablet,LG,iPhone X,1/26/2017,8/19/2020,true,4,6,9,69.98,Real,medium-value,true,false
511,Binnie,Losseljong,72,blosseljonge6@flavors.me,590-475-3412,7402 New Castle Pass,Morden,Manitoba,R6M,Canada,Dollar,Peso,16,92.68,732.67,756.24,postpaid,smartphone,Motorola,iPhone X,10/6/2021,10/4/2020,true,2,1,4,51.12,Peso,medium-value,true,true
512,Prudy,Beekmann,56,pbeekmanne7@sciencedaily.com,231-850-3952,11296 Shoshone Way,Bukhovo,,2137,Bulgaria,Lev,Som,7,14.16,532.97,772.35,postpaid,smartphone,Apple,Pixel 4,3/10/2017,12/4/2021,true,5,5,10,6.17,Yuan Renminbi,high-value,true,true
513,Katti,Haverty,36,khavertye8@usnews.com,859-304-4370,99275 Quincy Court,Huangtian,,,China,Yuan Renminbi,Marka,8,15.53,966.67,112.62,prepaid,smartphone,Motorola,Galaxy S10,3/13/2010,12/4/2020,false,1,0,7,91.88,Yen,low-value,true,true
514,Noell,Roxburgh,60,nroxburghe9@nationalgeographic.com,192-572-1253,62 Kennedy Circle,Xinhua,,,China,Yuan Renminbi,Yuan Renminbi,10,70.81,280.06,133.56,prepaid,smartphone,Samsung,V40 ThinQ,10/28/2011,7/16/2020,false,5,10,4,47.31,Peso,medium-value,false,true
515,Georgiana,Mitten,85,gmittenea@vinaora.com,685-421-8051,4 Debra Parkway,Xinglin,,,China,Yuan Renminbi,Euro,12,67.3,109.09,431.75,postpaid,smartphone,Motorola,Galaxy S10,6/17/2016,11/25/2021,true,4,1,2,50.89,Rupiah,medium-value,false,false
516,Kerianne,Corish,84,kcorisheb@theglobeandmail.com,160-250-1258,331 Luster Street,Daqiao,,,China,Yuan Renminbi,Peso,20,88.61,268.63,839.2,postpaid,feature phone,Motorola,Pixel 4,2/5/2011,8/11/2021,true,5,7,10,24.99,Rupiah,low-value,false,false
517,Bria,Beverley,58,bbeverleyec@technorati.com,901-170-9119,05813 Welch Plaza,Pā’īn-e Bāzār-e Rūdbār,,,Iran,Rial,Yuan Renminbi,4,91.8,59.36,736.94,family,feature phone,Samsung,V40 ThinQ,11/26/2010,1/12/2020,true,2,9,9,33.03,Franc,high-value,false,true
518,Arv,Asee,45,aaseeed@foxnews.com,643-720-6670,48 3rd Pass,Haquira,,,Peru,Sol,Ruble,15,30.55,364.16,987.97,postpaid,feature phone,LG,V40 ThinQ,9/7/2016,10/16/2021,false,2,2,7,84.45,Shilling,low-value,false,true
519,Carole,Ingraham,22,cingrahamee@youtu.be,808-367-0792,84 Roxbury Pass,Shishan,,,China,Yuan Renminbi,Yuan Renminbi,1,93.63,370.74,815.55,postpaid,tablet,Apple,V40 ThinQ,1/13/2018,6/18/2021,true,4,8,7,66.18,Yuan Renminbi,low-value,false,true
520,Etienne,Mathelin,53,emathelinef@admin.ch,156-559-1349,65 Bellgrove Hill,Hisings Kärra,Västra Götaland,425 33,Sweden,Krona,Yuan Renminbi,11,39.09,933.96,854.36,prepaid,smartphone,Google,Pixel 4,10/21/2010,8/2/2021,true,3,5,4,99.44,Ruble,low-value,true,false
521,Chloris,Ivel,61,civeleg@artisteer.com,166-337-5550,7633 Ohio Avenue,Zhongzhai,,,China,Yuan Renminbi,Yuan Renminbi,6,57.22,881.74,569.76,prepaid,smartphone,Google,V40 ThinQ,9/8/2017,2/27/2020,true,5,10,3,9.22,Dollar,low-value,true,false
522,Rollin,Garlett,66,rgarletteh@woothemes.com,354-683-9115,9 Schmedeman Park,Colares,Lisboa,2705-188,Portugal,Euro,Euro,1,21.02,511.83,421.77,prepaid,feature phone,Apple,iPhone X,7/22/2015,8/21/2021,true,1,8,7,69.67,Ariary,medium-value,true,true
523,Samuel,Bellelli,33,sbellelliei@diigo.com,934-440-1154,43421 2nd Drive,Donggu,,,China,Yuan Renminbi,Lempira,18,35.58,595.59,738.44,prepaid,tablet,Apple,Galaxy S10,4/12/2018,10/10/2021,true,5,10,3,6.95,Peso,high-value,false,false
524,Miquela,Sarra,18,msarraej@paginegialle.it,317-763-2369,65876 Blue Bill Park Trail,Indianapolis,Indiana,46278,United States,Dollar,Peso,4,78.09,838.57,873.26,postpaid,tablet,Motorola,Galaxy S10,6/19/2021,12/23/2021,true,4,10,5,57.3,Sol,medium-value,true,false
525,Fawne,Kerby,77,fkerbyek@rambler.ru,357-612-3818,73792 Sugar Lane,Huangzhawan,,,China,Yuan Renminbi,Rupiah,4,55.25,478.67,488.94,prepaid,smartphone,Samsung,Galaxy S10,12/27/2011,3/4/2020,false,1,8,9,15.44,Franc,low-value,false,true
526,Riane,Looker,51,rlookerel@livejournal.com,782-367-9477,978 Summer Ridge Street,Usogorsk,,169270,Russia,Ruble,Krona,9,84.05,355.2,381.66,family,smartphone,Samsung,iPhone X,12/14/2011,3/12/2020,true,4,9,7,14.64,Yuan Renminbi,low-value,true,false
527,Sosanna,Chmarny,34,schmarnyem@xing.com,587-780-3130,33 Reinke Park,Prince Albert,Saskatchewan,S6W,Canada,Dollar,Kuna,5,87.78,177.02,240.45,postpaid,feature phone,Motorola,iPhone X,10/25/2015,11/15/2020,true,3,9,10,26.17,Yuan Renminbi,medium-value,true,true
528,Chevalier,Durram,69,cdurramen@zdnet.com,454-447-0944,28153 Merry Circle,Cruz del Eje,,5280,Argentina,Peso,Euro,6,44.97,164.38,862.17,family,feature phone,LG,iPhone X,10/3/2015,9/9/2020,false,2,1,7,67.06,Ruble,medium-value,true,true
529,Val,Timmins,80,vtimminseo@artisteer.com,835-294-3689,582 Leroy Street,Souto,Viana do Castelo,4910-060,Portugal,Euro,Shilling,14,33.18,784.11,780.69,postpaid,tablet,LG,iPhone X,4/26/2014,5/25/2020,true,3,7,1,50.35,Rufiyaa,medium-value,false,false
530,Anabal,Langthorn,43,alangthornep@php.net,774-232-7521,719 Blaine Place,Jiefang,,,China,Yuan Renminbi,Dollar,2,46.42,977.74,982.5,prepaid,smartphone,LG,Pixel 4,9/22/2017,11/11/2020,true,3,1,6,66.74,Shilling,medium-value,false,false
531,Julieta,Paslow,21,jpasloweq@naver.com,241-205-0428,0 Northwestern Lane,Xitan,,,China,Yuan Renminbi,Yuan Renminbi,2,10.23,875.71,972.77,postpaid,feature phone,Motorola,V40 ThinQ,9/28/2019,6/22/2020,true,4,2,8,30.0,Yuan Renminbi,low-value,true,true
532,Laurie,Sowman,45,lsowmaner@pcworld.com,297-657-3017,726 Homewood Way,Lestijärvi,,69440,Finland,Euro,Baht,21,93.31,532.09,180.18,postpaid,smartphone,Motorola,V40 ThinQ,12/20/2017,3/30/2020,true,2,8,9,17.33,Rupiah,low-value,true,false
533,Cordelia,Grundon,70,cgrundones@tripadvisor.com,820-361-5020,7813 Schmedeman Crossing,Storvreta,Uppsala,743 91,Sweden,Krona,Somoni,22,69.99,111.72,959.36,postpaid,tablet,Motorola,Galaxy S10,3/8/2011,10/20/2020,true,3,2,8,11.61,Krona,high-value,false,false
534,Ham,Dobrovolny,58,hdobrovolnyet@xinhuanet.com,429-658-3745,34969 Sommers Parkway,Shimen,,,China,Yuan Renminbi,Pound,2,83.12,502.93,29.92,prepaid,tablet,Samsung,Galaxy S10,12/20/2012,6/1/2021,false,3,7,3,54.19,Rupiah,medium-value,true,false
535,Rance,Steane,23,rsteaneeu@elpais.com,362-503-9150,1885 Lunder Trail,Lampa,,,Chile,Peso,Rupiah,7,76.86,283.94,931.52,family,smartphone,LG,Pixel 4,10/6/2016,5/31/2021,false,4,1,1,98.46,Rupiah,high-value,false,false
536,Charlton,MacKaig,48,cmackaigev@epa.gov,918-816-1168,181 Ruskin Court,Tulsa,Oklahoma,74184,United States,Dollar,Hryvnia,22,39.92,513.13,313.13,prepaid,tablet,Samsung,iPhone X,12/1/2018,4/4/2020,true,3,10,2,96.91,Euro,medium-value,false,false
537,Marie,Le Port,61,mleportew@godaddy.com,596-719-9217,7847 Upham Drive,Guiniculalay,,2017,Philippines,Peso,Yuan Renminbi,3,72.9,239.46,406.29,prepaid,feature phone,LG,Pixel 4,2/6/2014,1/26/2020,true,4,8,4,69.44,Euro,medium-value,false,true
538,Obadiah,Kleinhausen,84,okleinhausenex@live.com,694-123-5618,327 Walton Pass,Alvega,Santarém,2205-105,Portugal,Euro,Yuan Renminbi,4,92.05,734.16,756.72,postpaid,tablet,LG,V40 ThinQ,4/20/2021,6/9/2020,false,2,5,8,11.76,Yuan Renminbi,low-value,false,true
539,Therese,Bertram,26,tbertramey@hugedomains.com,333-172-1888,300 Village Terrace,Juegang,,,China,Yuan Renminbi,Zloty,15,99.71,501.97,933.96,family,tablet,Google,Pixel 4,6/29/2010,3/5/2021,true,1,1,10,12.71,Baht,low-value,false,true
540,Clemence,Buxey,55,cbuxeyez@edublogs.org,933-792-2338,5646 Cascade Court,Qiaotou,,,China,Yuan Renminbi,Yuan Renminbi,15,16.55,96.92,259.53,postpaid,smartphone,Motorola,Pixel 4,7/13/2011,4/1/2020,true,5,8,2,39.47,Yuan Renminbi,low-value,false,true
541,Llywellyn,Bathurst,27,lbathurstf0@ucoz.com,822-370-1813,344 Stoughton Lane,Nakhon Phanom,,48000,Thailand,Baht,Dollar,21,46.13,299.02,126.63,postpaid,smartphone,Google,V40 ThinQ,12/4/2017,11/20/2020,true,2,1,7,62.17,Euro,high-value,false,true
542,Waverly,Rutley,40,wrutleyf1@umn.edu,644-396-6892,75 Autumn Leaf Park,Solnechnoye,,197738,Russia,Ruble,Guarani,23,69.29,239.67,275.43,postpaid,smartphone,LG,Galaxy S10,3/16/2016,4/9/2021,false,1,2,3,21.1,Krona,low-value,true,false
543,Bernie,Salisbury,81,bsalisburyf2@biblegateway.com,659-542-2837,52 Anthes Way,Sete Lagoas,,35700-000,Brazil,Real,Real,22,45.42,707.62,753.1,family,smartphone,Samsung,Pixel 4,2/6/2010,3/11/2021,false,3,1,3,31.97,Ruble,medium-value,false,false
544,Letta,Fielden,65,lfieldenf3@vistaprint.com,842-344-9885,48378 Londonderry Street,Крушево,,7550,Macedonia,Denar,Rupee,15,47.26,666.34,433.94,postpaid,smartphone,Apple,Galaxy S10,9/1/2013,3/1/2021,true,3,3,9,51.97,Rupiah,low-value,true,true
545,Cicely,Jennaroy,70,cjennaroyf4@livejournal.com,918-901-8995,15 Mallard Center,Oranjestad,,,Aruba,Guilder,Quetzal,13,87.81,118.95,868.53,family,feature phone,LG,V40 ThinQ,3/4/2010,4/5/2021,false,4,2,10,35.95,Peso,high-value,false,true
546,Deena,Gerhartz,57,dgerhartzf5@guardian.co.uk,864-369-4813,326 Acker Center,Rāmhormoz,,,Iran,Rial,Rupiah,21,87.23,166.8,987.58,family,tablet,Motorola,Galaxy S10,8/29/2014,8/26/2020,false,5,6,5,9.77,Rupiah,medium-value,false,false
547,Charlot,Grainge,57,cgraingef6@patch.com,465-308-9978,6 Scoville Junction,Paranaguá,,83200-000,Brazil,Real,Ruble,8,55.72,795.2,53.99,family,tablet,Apple,iPhone X,3/22/2018,8/14/2021,false,1,3,8,94.78,Dollar,low-value,false,false
548,Hannie,Coiley,85,hcoileyf7@imdb.com,779-514-6108,116 Ridgeview Crossing,Wulong,,,China,Yuan Renminbi,Birr,14,11.67,398.23,224.2,family,feature phone,Apple,Galaxy S10,1/23/2020,4/6/2020,false,4,2,5,67.83,Marka,medium-value,true,true
549,Guthrie,Francillo,51,gfrancillof8@wisc.edu,187-744-0398,0550 Dorton Circle,Pewel Wielka,,34-332,Poland,Zloty,Peso,5,75.48,370.6,87.99,postpaid,tablet,Apple,V40 ThinQ,6/20/2011,9/27/2021,true,1,8,5,40.9,Yuan Renminbi,low-value,false,false
550,Rosabella,Hamelyn,51,rhamelynf9@stanford.edu,769-934-6990,021 Esch Center,Monywa,,,Myanmar,Kyat,Peso,6,74.4,787.88,203.25,postpaid,tablet,Samsung,V40 ThinQ,5/17/2012,3/18/2021,false,4,8,7,66.88,Krone,high-value,true,true
551,Guthrie,Heyburn,40,gheyburnfa@com.com,526-748-7837,6212 Glacier Hill Avenue,Pasirbatang,,,Indonesia,Rupiah,Dollar,24,78.98,923.13,967.1,family,feature phone,LG,V40 ThinQ,6/12/2012,1/17/2021,false,2,7,4,2.38,Euro,medium-value,true,true
552,Shannen,Huffadine,79,shuffadinefb@arstechnica.com,450-628-3289,4754 Sloan Parkway,Chư Ty,,,Vietnam,Dong,Yen,15,66.45,476.67,235.11,family,tablet,LG,V40 ThinQ,3/27/2019,4/9/2021,false,3,7,7,10.27,Rupiah,high-value,true,true
553,Lorry,Ambrose,49,lambrosefc@wired.com,374-714-5738,8181 Anhalt Way,Libmanan,,4407,Philippines,Peso,Yuan Renminbi,19,65.51,258.43,610.96,postpaid,feature phone,Google,V40 ThinQ,3/24/2016,7/24/2021,false,4,3,4,44.95,Baht,medium-value,true,true
554,Vin,Humfrey,57,vhumfreyfd@sfgate.com,294-507-0396,7 Namekagon Parkway,Novi Bečej,,,Serbia,Dinar,Yuan Renminbi,12,34.09,532.54,238.33,prepaid,smartphone,Apple,iPhone X,6/28/2012,7/3/2021,false,3,2,3,23.04,Dollar,low-value,true,true
555,Linoel,Van der Brugge,51,lvanderbruggefe@japanpost.jp,291-587-2032,551 Lyons Drive,Cantaura,,,Venezuela,Bolivar,Euro,22,13.0,721.9,766.24,prepaid,tablet,LG,Galaxy S10,4/9/2010,3/17/2020,true,5,5,8,98.29,Peso,high-value,false,true
556,Arlen,Manning,26,amanningff@wikipedia.org,763-671-5568,215 Macpherson Avenue,Miguel Hidalgo,Veracruz Llave,91140,Mexico,Peso,Euro,20,29.97,592.57,367.48,family,feature phone,Motorola,Galaxy S10,10/14/2019,4/29/2020,true,1,7,1,61.16,Quetzal,high-value,true,true
557,Griswold,Lowery,20,gloweryfg@smh.com.au,812-543-5671,41 Hermina Crossing,Dianfang,,,China,Yuan Renminbi,Dollar,14,97.19,207.46,49.32,prepaid,smartphone,LG,iPhone X,4/5/2010,3/28/2021,true,4,8,8,27.8,Bolivar,medium-value,false,false
558,Robbie,Wisniowski,37,rwisniowskifh@cyberchimps.com,363-998-3083,52841 Westport Parkway,Perístasi,,,Greece,Euro,Yuan Renminbi,17,45.49,185.82,857.17,family,smartphone,Google,V40 ThinQ,3/5/2011,4/12/2021,true,3,4,4,29.75,Dollar,high-value,true,false
559,Tammy,Mordecai,80,tmordecaifi@sogou.com,105-633-5443,02 Lake View Crossing,Brodnica,,87-302,Poland,Zloty,Rupiah,2,6.45,163.59,478.47,family,feature phone,Samsung,Pixel 4,10/20/2011,9/4/2020,true,4,5,7,2.33,Krona,medium-value,false,false
560,Wilmer,Roof,68,wrooffj@issuu.com,599-996-4253,5 Cardinal Park,Presa,Coimbra,3070-385,Portugal,Euro,Peso,11,38.83,666.04,477.84,prepaid,feature phone,Apple,V40 ThinQ,11/5/2016,5/20/2021,false,2,4,8,6.58,Peso,medium-value,false,true
561,Marena,Pantin,68,mpantinfk@slashdot.org,870-571-5578,92 Almo Place,Pacet,,,Indonesia,Rupiah,Peso,18,24.05,482.19,816.49,postpaid,feature phone,Apple,Pixel 4,1/26/2012,9/14/2020,false,4,2,5,80.57,Denar,low-value,true,true
562,Chrystel,Scrivner,85,cscrivnerfl@hp.com,522-116-4317,77250 Vera Road,Persen,,,Indonesia,Rupiah,Rupiah,12,16.92,505.57,923.49,prepaid,tablet,Samsung,Pixel 4,8/18/2015,7/4/2021,true,5,1,3,82.41,Afghani,low-value,true,false
563,Innis,Giddons,41,igiddonsfm@blogger.com,388-532-2391,9 Forest Dale Parkway,Bogorodskoye,,682400,Russia,Ruble,Peso,11,86.89,389.23,171.37,prepaid,feature phone,Samsung,V40 ThinQ,5/31/2021,11/16/2021,true,2,2,1,49.69,Real,high-value,true,false
564,Reggis,Witt,52,rwittfn@archive.org,496-290-4476,50021 Maryland Court,Dagang,,,China,Yuan Renminbi,Yuan Renminbi,4,72.79,506.99,751.43,postpaid,feature phone,Motorola,Pixel 4,6/23/2014,6/2/2020,false,3,5,5,51.95,Yuan Renminbi,medium-value,false,false
565,Holden,Warlaw,20,hwarlawfo@zimbio.com,608-718-8887,167 Jay Crossing,Bajingzi,,,China,Yuan Renminbi,Ruble,20,27.03,144.04,940.79,postpaid,tablet,Apple,Galaxy S10,3/16/2012,7/30/2020,true,4,6,7,82.32,Koruna,low-value,false,false
566,Reinhold,Trammel,26,rtrammelfp@rakuten.co.jp,387-725-0904,14 Carioca Road,Ar Raqqah,,,Syria,Pound,Baht,11,87.88,300.18,896.99,family,feature phone,Motorola,Galaxy S10,8/17/2021,11/27/2021,true,2,0,4,89.97,Rupiah,high-value,false,false
567,Had,Kippins,67,hkippinsfq@cnet.com,349-535-5486,85 Loomis Pass,Koceljeva,,,Serbia,Dinar,Yuan Renminbi,9,16.85,623.35,132.49,family,tablet,Google,Galaxy S10,12/30/2019,5/25/2021,true,1,5,5,88.76,Zloty,high-value,false,true
568,Levey,Casol,57,lcasolfr@booking.com,152-487-6088,107 Morrow Road,Balung,,,Indonesia,Rupiah,Yuan Renminbi,5,18.75,93.53,600.88,prepaid,tablet,Google,V40 ThinQ,4/1/2017,12/1/2020,false,5,1,6,47.34,Peso,medium-value,false,false
569,Michelle,Cordon,52,mcordonfs@ifeng.com,728-817-5687,89869 7th Park,Rakitnoye,,182105,Russia,Ruble,Rupiah,13,33.84,663.92,249.52,family,smartphone,Google,Galaxy S10,3/19/2015,4/13/2020,true,2,0,1,99.37,Euro,high-value,false,false
570,Doe,Pattesall,18,dpattesallft@sciencedaily.com,333-516-7027,6 Kenwood Crossing,Talisay,,4602,Philippines,Peso,Dollar,9,2.53,213.64,488.93,family,feature phone,Google,Galaxy S10,11/18/2014,7/27/2020,true,4,2,7,13.44,Zloty,low-value,false,true
571,Forbes,Benediktsson,75,fbenediktssonfu@joomla.org,357-408-6533,6 Clemons Trail,Mosrentgen,,391237,Russia,Ruble,Yuan Renminbi,24,94.37,823.29,449.68,family,smartphone,Samsung,iPhone X,4/3/2015,1/25/2020,false,1,5,10,33.91,Yuan Renminbi,medium-value,true,true
572,Jasen,Fullerlove,51,jfullerlovefv@t-online.de,524-404-7370,242 Lawn Parkway,Liangyaping,,,China,Yuan Renminbi,Peso,6,52.55,454.13,443.84,prepaid,feature phone,Apple,V40 ThinQ,10/12/2011,4/9/2020,false,2,2,10,45.82,Yuan Renminbi,high-value,true,true
573,Selma,Shevels,73,sshevelsfw@home.pl,966-702-7391,64787 Jackson Way,Ystad,Skåne,271 51,Sweden,Krona,Yuan Renminbi,23,68.44,418.12,208.75,family,feature phone,Apple,V40 ThinQ,10/6/2012,12/6/2021,false,4,7,2,12.87,Dinar,high-value,true,false
574,Beverie,Johnson,66,bjohnsonfx@aboutads.info,459-423-9427,590 Armistice Crossing,Arcos,Viseu,5120-040,Portugal,Euro,Shekel,6,87.64,966.96,442.35,postpaid,feature phone,Motorola,V40 ThinQ,7/12/2018,1/28/2021,false,4,0,1,23.4,Rupiah,low-value,false,true
575,Nikolaos,Sallarie,78,nsallariefy@google.com.br,372-641-0577,57169 Cottonwood Way,Al Burayqah,,,Libya,Dinar,Yuan Renminbi,19,24.96,971.46,95.8,postpaid,feature phone,Motorola,V40 ThinQ,2/10/2010,2/7/2021,true,5,0,8,78.75,Lek,medium-value,false,false
576,Noelani,Romera,47,nromerafz@msn.com,292-796-6217,9 High Crossing Park,Asembagus,,,Indonesia,Rupiah,Peso,16,71.75,998.37,37.43,family,tablet,Apple,iPhone X,3/4/2011,6/23/2020,true,4,0,4,12.14,Yuan Renminbi,high-value,true,false
